customer_key,customer_id,country,region,credit_score_band,acquisition_channel
470,CUS-000470,Germany,Lower Saxony,Fair,Installer Referral
471,CUS-000471,Germany,Berlin,Fair,Partner Bank
472,CUS-000472,Germany,Lower Saxony,Good,Installer Referral
473,CUS-000473,Germany,Hesse,Good,Direct Sales
474,CUS-000474,Germany,Berlin,Excellent,Online
475,CUS-000475,Germany,Lower Saxony,Poor,Online
476,CUS-000476,Germany,North Rhine-Westphalia,Good,Installer Referral
477,CUS-000477,Germany,Lower Saxony,Fair,Installer Referral
478,CUS-000478,Austria,Vienna,Excellent,Installer Referral
479,CUS-000479,Germany,Bavaria,Poor,Installer Referral
480,CUS-000480,Austria,Styria,Fair,Installer Referral
481,CUS-000481,Germany,Baden-Württemberg,Good,Direct Sales
482,CUS-000482,Germany,North Rhine-Westphalia,Poor,Installer Referral
483,CUS-000483,Netherlands,South Holland,Poor,Partner Bank
484,CUS-000484,Austria,Upper Austria,Poor,Online
485,CUS-000485,Austria,Upper Austria,Good,Online
486,CUS-000486,Germany,Baden-Württemberg,Good,Online
487,CUS-000487,Germany,Berlin,Good,Direct Sales
488,CUS-000488,Netherlands,South Holland,Good,Installer Referral
489,CUS-000489,Austria,Styria,Excellent,Installer Referral
490,CUS-000490,Netherlands,North Brabant,Fair,Installer Referral
491,CUS-000491,Germany,North Rhine-Westphalia,Good,Direct Sales
492,CUS-000492,Germany,Berlin,Poor,Installer Referral
493,CUS-000493,Austria,Upper Austria,Poor,Online
494,CUS-000494,Germany,North Rhine-Westphalia,Fair,Installer Referral
495,CUS-000495,Germany,Hesse,Good,Direct Sales
496,CUS-000496,Germany,Berlin,Poor,Online
497,CUS-000497,Austria,Vienna,Poor,Partner Bank
498,CUS-000498,Austria,Upper Austria,Excellent,Online
499,CUS-000499,Germany,North Rhine-Westphalia,Excellent,Online
500,CUS-000500,Germany,Hesse,Fair,Marketplace
501,CUS-000501,Netherlands,North Brabant,Good,Installer Referral
502,CUS-000502,Germany,Bavaria,Excellent,Partner Bank
503,CUS-000503,Germany,Baden-Württemberg,Excellent,Direct Sales
504,CUS-000504,Germany,North Rhine-Westphalia,Excellent,Installer Referral
505,CUS-000505,Germany,North Rhine-Westphalia,Fair,Installer Referral
506,CUS-000506,Germany,Lower Saxony,Excellent,Marketplace
507,CUS-000507,Germany,North Rhine-Westphalia,Poor,Installer Referral
508,CUS-000508,Germany,Bavaria,Fair,Direct Sales
509,CUS-000509,Austria,Vienna,Good,Installer Referral
510,CUS-000510,Germany,Berlin,Excellent,Installer Referral
511,CUS-000511,Germany,Lower Saxony,Fair,Installer Referral
512,CUS-000512,Netherlands,North Holland,Poor,Direct Sales
513,CUS-000513,Germany,Berlin,Poor,Online
514,CUS-000514,Germany,Bavaria,Fair,Installer Referral
515,CUS-000515,Germany,Berlin,Excellent,Marketplace
516,CUS-000516,Germany,North Rhine-Westphalia,Fair,Partner Bank
517,CUS-000517,Austria,Upper Austria,Poor,Installer Referral
518,CUS-000518,Germany,Hesse,Fair,Installer Referral
519,CUS-000519,Austria,Upper Austria,Good,Partner Bank
520,CUS-000520,Austria,Styria,Fair,Online
521,CUS-000521,Netherlands,North Holland,Excellent,Installer Referral
522,CUS-000522,Germany,Hesse,Fair,Marketplace
523,CUS-000523,Germany,Baden-Württemberg,Excellent,Installer Referral
524,CUS-000524,Netherlands,South Holland,Good,Online
525,CUS-000525,Germany,North Rhine-Westphalia,Fair,Partner Bank
526,CUS-000526,Germany,Hesse,Good,Installer Referral
527,CUS-000527,Germany,Baden-Württemberg,Excellent,Partner Bank
528,CUS-000528,Germany,Berlin,Good,Installer Referral
529,CUS-000529,Germany,Baden-Württemberg,Good,Partner Bank
530,CUS-000530,Germany,Bavaria,Excellent,Online
531,CUS-000531,Germany,Lower Saxony,Excellent,Installer Referral
532,CUS-000532,Germany,Hesse,Fair,Installer Referral
533,CUS-000533,Germany,Baden-Württemberg,Good,Partner Bank
534,CUS-000534,Austria,Styria,Poor,Marketplace
535,CUS-000535,Germany,North Rhine-Westphalia,Fair,Installer Referral
536,CUS-000536,Germany,Baden-Württemberg,Good,Installer Referral
537,CUS-000537,Germany,Lower Saxony,Good,Partner Bank
538,CUS-000538,Germany,North Rhine-Westphalia,Fair,Online
539,CUS-000539,Germany,Lower Saxony,Excellent,Installer Referral
540,CUS-000540,Netherlands,South Holland,Fair,Installer Referral
541,CUS-000541,Austria,Upper Austria,Good,Direct Sales
542,CUS-000542,Austria,Styria,Excellent,Installer Referral
543,CUS-000543,Netherlands,North Holland,Good,Installer Referral
544,CUS-000544,Germany,Baden-Württemberg,Good,Partner Bank
545,CUS-000545,Germany,Hesse,Fair,Installer Referral
546,CUS-000546,Germany,Lower Saxony,Good,Marketplace
547,CUS-000547,Germany,Hesse,Excellent,Partner Bank
548,CUS-000548,Germany,Berlin,Good,Partner Bank
549,CUS-000549,Germany,Baden-Württemberg,Fair,Installer Referral
550,CUS-000550,Austria,Upper Austria,Fair,Installer Referral
551,CUS-000551,Germany,Baden-Württemberg,Fair,Partner Bank
552,CUS-000552,Austria,Vienna,Good,Online
553,CUS-000553,Germany,Hesse,Good,Marketplace
554,CUS-000554,Germany,Hesse,Excellent,Marketplace
555,CUS-000555,Austria,Styria,Fair,Direct Sales
556,CUS-000556,Germany,North Rhine-Westphalia,Fair,Installer Referral
557,CUS-000557,Germany,Bavaria,Fair,Online
558,CUS-000558,Germany,Baden-Württemberg,Poor,Online
559,CUS-000559,Germany,Baden-Württemberg,Good,Partner Bank
560,CUS-000560,Germany,Berlin,Fair,Online
561,CUS-000561,Germany,Berlin,Fair,Online
562,CUS-000562,Germany,Bavaria,Good,Installer Referral
563,CUS-000563,Netherlands,North Holland,Excellent,Marketplace
564,CUS-000564,Germany,Baden-Württemberg,Good,Partner Bank
565,CUS-000565,Germany,Baden-Württemberg,Good,Online
566,CUS-000566,Germany,Baden-Württemberg,Excellent,Installer Referral
567,CUS-000567,Austria,Vienna,Fair,Online
568,CUS-000568,Germany,North Rhine-Westphalia,Poor,Partner Bank
569,CUS-000569,Germany,Hesse,Excellent,Online
570,CUS-000570,Netherlands,North Holland,Fair,Online
571,CUS-000571,Germany,Berlin,Good,Installer Referral
572,CUS-000572,Germany,North Rhine-Westphalia,Good,Online
573,CUS-000573,Germany,North Rhine-Westphalia,Good,Partner Bank
574,CUS-000574,Austria,Vienna,Fair,Partner Bank
575,CUS-000575,Germany,Baden-Württemberg,Good,Online
576,CUS-000576,Germany,Lower Saxony,Good,Online
577,CUS-000577,Germany,Hesse,Good,Installer Referral
578,CUS-000578,Germany,Lower Saxony,Fair,Direct Sales
579,CUS-000579,Austria,Upper Austria,Poor,Online
580,CUS-000580,Germany,Baden-Württemberg,Excellent,Installer Referral
581,CUS-000581,Germany,Berlin,Excellent,Installer Referral
582,CUS-000582,Germany,Hesse,Good,Installer Referral
583,CUS-000583,Germany,Berlin,Poor,Marketplace
584,CUS-000584,Germany,North Rhine-Westphalia,Good,Installer Referral
585,CUS-000585,Germany,Lower Saxony,Fair,Direct Sales
586,CUS-000586,Netherlands,South Holland,Excellent,Direct Sales
587,CUS-000587,Netherlands,North Brabant,Fair,Online
588,CUS-000588,Germany,Berlin,Fair,Online
589,CUS-000589,Germany,Bavaria,Fair,Installer Referral
590,CUS-000590,Germany,North Rhine-Westphalia,Good,Installer Referral
591,CUS-000591,Germany,Berlin,Fair,Online
592,CUS-000592,Germany,Hesse,Excellent,Partner Bank
593,CUS-000593,Austria,Upper Austria,Good,Partner Bank
594,CUS-000594,Austria,Upper Austria,Good,Marketplace
595,CUS-000595,Germany,Berlin,Fair,Installer Referral
596,CUS-000596,Netherlands,South Holland,Good,Direct Sales
597,CUS-000597,Germany,Bavaria,Fair,Installer Referral
598,CUS-000598,Austria,Styria,Fair,Direct Sales
599,CUS-000599,Germany,Lower Saxony,Excellent,Installer Referral
600,CUS-000600,Germany,North Rhine-Westphalia,Fair,Online
601,CUS-000601,Germany,Hesse,Good,Installer Referral
602,CUS-000602,Austria,Upper Austria,Fair,Marketplace
603,CUS-000603,Germany,Berlin,Fair,Installer Referral
604,CUS-000604,Austria,Upper Austria,Poor,Marketplace
605,CUS-000605,Austria,Vienna,Fair,Installer Referral
606,CUS-000606,Germany,Baden-Württemberg,Fair,Partner Bank
607,CUS-000607,Germany,Lower Saxony,Excellent,Online
608,CUS-000608,Germany,Lower Saxony,Good,Online
609,CUS-000609,Austria,Vienna,Good,Partner Bank
610,CUS-000610,Germany,Baden-Württemberg,Good,Online
611,CUS-000611,Germany,Berlin,Excellent,Marketplace
612,CUS-000612,Germany,Berlin,Good,Installer Referral
613,CUS-000613,Germany,North Rhine-Westphalia,Poor,Direct Sales
614,CUS-000614,Germany,Baden-Württemberg,Fair,Installer Referral
615,CUS-000615,Germany,Hesse,Poor,Partner Bank
616,CUS-000616,Austria,Vienna,Excellent,Online
617,CUS-000617,Austria,Vienna,Excellent,Direct Sales
618,CUS-000618,Germany,Bavaria,Poor,Online
619,CUS-000619,Netherlands,North Holland,Poor,Installer Referral
620,CUS-000620,Austria,Upper Austria,Excellent,Installer Referral
621,CUS-000621,Germany,Berlin,Poor,Installer Referral
622,CUS-000622,Germany,Baden-Württemberg,Fair,Partner Bank
623,CUS-000623,Germany,Bavaria,Fair,Installer Referral
624,CUS-000624,Germany,North Rhine-Westphalia,Fair,Online
625,CUS-000625,Germany,Bavaria,Fair,Direct Sales
626,CUS-000626,Netherlands,South Holland,Fair,Online
627,CUS-000627,Germany,Bavaria,Fair,Installer Referral
628,CUS-000628,Germany,Baden-Württemberg,Excellent,Partner Bank
629,CUS-000629,Austria,Vienna,Fair,Partner Bank
630,CUS-000630,Germany,Hesse,Excellent,Partner Bank
631,CUS-000631,Germany,Berlin,Good,Partner Bank
632,CUS-000632,Netherlands,North Brabant,Fair,Direct Sales
633,CUS-000633,Germany,Bavaria,Excellent,Installer Referral
634,CUS-000634,Austria,Upper Austria,Poor,Installer Referral
635,CUS-000635,Germany,Baden-Württemberg,Fair,Installer Referral
636,CUS-000636,Germany,Berlin,Fair,Partner Bank
637,CUS-000637,Germany,Berlin,Poor,Installer Referral
638,CUS-000638,Germany,North Rhine-Westphalia,Fair,Installer Referral
639,CUS-000639,Germany,North Rhine-Westphalia,Good,Installer Referral
640,CUS-000640,Germany,Hesse,Excellent,Direct Sales
641,CUS-000641,Germany,Baden-Württemberg,Poor,Installer Referral
642,CUS-000642,Austria,Styria,Good,Online
643,CUS-000643,Germany,Lower Saxony,Poor,Partner Bank
644,CUS-000644,Germany,Bavaria,Excellent,Installer Referral
645,CUS-000645,Netherlands,South Holland,Good,Online
646,CUS-000646,Germany,Lower Saxony,Good,Online
647,CUS-000647,Germany,Hesse,Fair,Installer Referral
648,CUS-000648,Germany,Hesse,Poor,Marketplace
649,CUS-000649,Germany,Baden-Württemberg,Good,Online
650,CUS-000650,Austria,Styria,Fair,Installer Referral
651,CUS-000651,Germany,North Rhine-Westphalia,Excellent,Installer Referral
652,CUS-000652,Germany,Lower Saxony,Fair,Installer Referral
653,CUS-000653,Germany,Berlin,Fair,Installer Referral
654,CUS-000654,Austria,Styria,Excellent,Online
655,CUS-000655,Germany,Hesse,Fair,Partner Bank
656,CUS-000656,Germany,North Rhine-Westphalia,Fair,Direct Sales
657,CUS-000657,Austria,Vienna,Fair,Installer Referral
658,CUS-000658,Austria,Upper Austria,Good,Installer Referral
659,CUS-000659,Netherlands,North Brabant,Excellent,Online
660,CUS-000660,Germany,Lower Saxony,Poor,Installer Referral
661,CUS-000661,Germany,Bavaria,Poor,Partner Bank
662,CUS-000662,Germany,Berlin,Good,Installer Referral
663,CUS-000663,Austria,Vienna,Excellent,Installer Referral
664,CUS-000664,Netherlands,North Holland,Poor,Direct Sales
665,CUS-000665,Germany,Berlin,Fair,Online
666,CUS-000666,Germany,Lower Saxony,Poor,Installer Referral
667,CUS-000667,Austria,Styria,Good,Online
668,CUS-000668,Netherlands,North Holland,Good,Online
669,CUS-000669,Germany,Lower Saxony,Excellent,Online
670,CUS-000670,Germany,Baden-Württemberg,Good,Online
671,CUS-000671,Germany,North Rhine-Westphalia,Good,Partner Bank
672,CUS-000672,Austria,Vienna,Good,Online
673,CUS-000673,Germany,North Rhine-Westphalia,Fair,Online
674,CUS-000674,Austria,Vienna,Excellent,Online
675,CUS-000675,Germany,Baden-Württemberg,Fair,Partner Bank
676,CUS-000676,Germany,Baden-Württemberg,Excellent,Partner Bank
677,CUS-000677,Austria,Styria,Good,Installer Referral
678,CUS-000678,Netherlands,South Holland,Good,Installer Referral
679,CUS-000679,Netherlands,North Brabant,Good,Installer Referral
680,CUS-000680,Germany,Hesse,Good,Direct Sales
681,CUS-000681,Germany,Berlin,Excellent,Installer Referral
682,CUS-000682,Germany,Lower Saxony,Excellent,Online
683,CUS-000683,Germany,North Rhine-Westphalia,Good,Installer Referral
684,CUS-000684,Germany,Lower Saxony,Fair,Partner Bank
685,CUS-000685,Germany,Baden-Württemberg,Good,Marketplace
686,CUS-000686,Germany,Hesse,Excellent,Installer Referral
687,CUS-000687,Germany,Baden-Württemberg,Good,Online
688,CUS-000688,Netherlands,North Holland,Good,Online
689,CUS-000689,Austria,Vienna,Excellent,Partner Bank
690,CUS-000690,Austria,Styria,Fair,Installer Referral
691,CUS-000691,Austria,Vienna,Excellent,Installer Referral
692,CUS-000692,Germany,Hesse,Excellent,Installer Referral
693,CUS-000693,Austria,Vienna,Excellent,Online
694,CUS-000694,Germany,Berlin,Fair,Installer Referral
695,CUS-000695,Germany,North Rhine-Westphalia,Excellent,Installer Referral
696,CUS-000696,Austria,Vienna,Excellent,Direct Sales
697,CUS-000697,Germany,Berlin,Poor,Installer Referral
698,CUS-000698,Germany,Bavaria,Excellent,Installer Referral
699,CUS-000699,Netherlands,South Holland,Fair,Installer Referral
700,CUS-000700,Austria,Upper Austria,Excellent,Marketplace
701,CUS-000701,Germany,Hesse,Good,Partner Bank
702,CUS-000702,Germany,Lower Saxony,Fair,Installer Referral
703,CUS-000703,Germany,North Rhine-Westphalia,Good,Online
704,CUS-000704,Germany,Hesse,Fair,Installer Referral
705,CUS-000705,Germany,Lower Saxony,Poor,Online
706,CUS-000706,Germany,Lower Saxony,Excellent,Installer Referral
707,CUS-000707,Austria,Styria,Good,Marketplace
708,CUS-000708,Germany,Bavaria,Poor,Partner Bank
709,CUS-000709,Germany,Hesse,Fair,Installer Referral
710,CUS-000710,Germany,Baden-Württemberg,Good,Installer Referral
711,CUS-000711,Germany,North Rhine-Westphalia,Excellent,Direct Sales
712,CUS-000712,Germany,Lower Saxony,Good,Partner Bank
713,CUS-000713,Netherlands,North Holland,Excellent,Partner Bank
714,CUS-000714,Germany,Berlin,Excellent,Marketplace
715,CUS-000715,Germany,Lower Saxony,Good,Direct Sales
716,CUS-000716,Austria,Vienna,Good,Installer Referral
717,CUS-000717,Austria,Upper Austria,Poor,Installer Referral
718,CUS-000718,Austria,Styria,Fair,Online
719,CUS-000719,Germany,Lower Saxony,Good,Installer Referral
720,CUS-000720,Germany,Bavaria,Good,Installer Referral
721,CUS-000721,Germany,Bavaria,Good,Online
722,CUS-000722,Austria,Upper Austria,Fair,Direct Sales
723,CUS-000723,Austria,Upper Austria,Excellent,Installer Referral
724,CUS-000724,Austria,Vienna,Fair,Direct Sales
725,CUS-000725,Austria,Vienna,Good,Marketplace
726,CUS-000726,Germany,Bavaria,Good,Installer Referral
727,CUS-000727,Netherlands,North Brabant,Poor,Partner Bank
728,CUS-000728,Netherlands,North Brabant,Good,Partner Bank
729,CUS-000729,Germany,Hesse,Fair,Installer Referral
730,CUS-000730,Germany,North Rhine-Westphalia,Good,Partner Bank
731,CUS-000731,Germany,North Rhine-Westphalia,Fair,Marketplace
732,CUS-000732,Netherlands,South Holland,Poor,Partner Bank
733,CUS-000733,Germany,North Rhine-Westphalia,Fair,Marketplace
734,CUS-000734,Netherlands,North Holland,Fair,Installer Referral
735,CUS-000735,Germany,Baden-Württemberg,Fair,Installer Referral
736,CUS-000736,Netherlands,North Holland,Fair,Marketplace
737,CUS-000737,Austria,Styria,Fair,Direct Sales
738,CUS-000738,Germany,Baden-Württemberg,Good,Partner Bank
739,CUS-000739,Germany,Bavaria,Fair,Installer Referral
740,CUS-000740,Germany,Lower Saxony,Poor,Direct Sales
741,CUS-000741,Germany,Lower Saxony,Good,Installer Referral
742,CUS-000742,Austria,Styria,Fair,Partner Bank
743,CUS-000743,Germany,Bavaria,Fair,Installer Referral
744,CUS-000744,Germany,Baden-Württemberg,Poor,Installer Referral
745,CUS-000745,Germany,Lower Saxony,Excellent,Installer Referral
746,CUS-000746,Netherlands,North Holland,Good,Marketplace
747,CUS-000747,Austria,Styria,Excellent,Marketplace
748,CUS-000748,Germany,Lower Saxony,Excellent,Installer Referral
749,CUS-000749,Germany,North Rhine-Westphalia,Good,Online
750,CUS-000750,Netherlands,North Brabant,Good,Installer Referral
751,CUS-000751,Germany,Bavaria,Good,Online
752,CUS-000752,Germany,Bavaria,Good,Online
753,CUS-000753,Germany,Berlin,Fair,Online
754,CUS-000754,Germany,North Rhine-Westphalia,Excellent,Installer Referral
755,CUS-000755,Germany,Bavaria,Good,Installer Referral
756,CUS-000756,Germany,Berlin,Good,Online
757,CUS-000757,Germany,Baden-Württemberg,Poor,Installer Referral
758,CUS-000758,Germany,Baden-Württemberg,Good,Installer Referral
759,CUS-000759,Austria,Styria,Excellent,Partner Bank
760,CUS-000760,Germany,Bavaria,Fair,Direct Sales
761,CUS-000761,Germany,Hesse,Good,Installer Referral
762,CUS-000762,Germany,Hesse,Good,Online
763,CUS-000763,Austria,Upper Austria,Fair,Installer Referral
764,CUS-000764,Germany,Lower Saxony,Poor,Partner Bank
765,CUS-000765,Germany,Hesse,Fair,Partner Bank
766,CUS-000766,Germany,Bavaria,Poor,Online
767,CUS-000767,Netherlands,North Holland,Poor,Direct Sales
768,CUS-000768,Germany,Lower Saxony,Excellent,Partner Bank
769,CUS-000769,Germany,Berlin,Excellent,Online
770,CUS-000770,Germany,Berlin,Poor,Installer Referral
771,CUS-000771,Germany,Lower Saxony,Fair,Direct Sales
772,CUS-000772,Germany,Bavaria,Fair,Online
773,CUS-000773,Germany,Lower Saxony,Excellent,Installer Referral
774,CUS-000774,Germany,Hesse,Fair,Marketplace
775,CUS-000775,Netherlands,North Brabant,Fair,Partner Bank
776,CUS-000776,Austria,Upper Austria,Poor,Installer Referral
777,CUS-000777,Germany,Hesse,Fair,Installer Referral
778,CUS-000778,Germany,North Rhine-Westphalia,Fair,Partner Bank
779,CUS-000779,Germany,Lower Saxony,Poor,Installer Referral
780,CUS-000780,Germany,Berlin,Good,Installer Referral
781,CUS-000781,Germany,Baden-Württemberg,Fair,Installer Referral
782,CUS-000782,Germany,Lower Saxony,Poor,Partner Bank
783,CUS-000783,Netherlands,North Holland,Excellent,Marketplace
784,CUS-000784,Germany,Baden-Württemberg,Good,Online
785,CUS-000785,Germany,North Rhine-Westphalia,Good,Direct Sales
786,CUS-000786,Germany,Lower Saxony,Fair,Direct Sales
787,CUS-000787,Austria,Styria,Fair,Installer Referral
788,CUS-000788,Austria,Upper Austria,Excellent,Direct Sales
789,CUS-000789,Austria,Vienna,Excellent,Direct Sales
790,CUS-000790,Germany,Bavaria,Good,Online
791,CUS-000791,Netherlands,North Brabant,Excellent,Installer Referral
792,CUS-000792,Germany,Lower Saxony,Fair,Installer Referral
793,CUS-000793,Germany,Baden-Württemberg,Good,Online
794,CUS-000794,Netherlands,South Holland,Fair,Installer Referral
795,CUS-000795,Germany,Baden-Württemberg,Fair,Partner Bank
796,CUS-000796,Germany,Lower Saxony,Excellent,Direct Sales
797,CUS-000797,Austria,Vienna,Poor,Online
798,CUS-000798,Germany,Baden-Württemberg,Fair,Online
799,CUS-000799,Austria,Styria,Excellent,Direct Sales
800,CUS-000800,Germany,Hesse,Fair,Installer Referral
801,CUS-000801,Germany,Baden-Württemberg,Fair,Partner Bank
802,CUS-000802,Germany,Lower Saxony,Poor,Online
803,CUS-000803,Germany,Baden-Württemberg,Fair,Direct Sales
804,CUS-000804,Germany,Bavaria,Excellent,Marketplace
805,CUS-000805,Netherlands,South Holland,Fair,Online
806,CUS-000806,Germany,Berlin,Excellent,Installer Referral
807,CUS-000807,Netherlands,North Brabant,Good,Installer Referral
808,CUS-000808,Germany,Berlin,Good,Installer Referral
809,CUS-000809,Austria,Vienna,Fair,Direct Sales
810,CUS-000810,Germany,Berlin,Good,Installer Referral
811,CUS-000811,Germany,Lower Saxony,Poor,Installer Referral
812,CUS-000812,Germany,Lower Saxony,Fair,Online
813,CUS-000813,Netherlands,North Holland,Good,Partner Bank
814,CUS-000814,Germany,Berlin,Fair,Direct Sales
815,CUS-000815,Germany,Hesse,Good,Installer Referral
816,CUS-000816,Germany,Hesse,Excellent,Installer Referral
817,CUS-000817,Germany,Baden-Württemberg,Fair,Online
818,CUS-000818,Netherlands,North Brabant,Poor,Partner Bank
819,CUS-000819,Germany,North Rhine-Westphalia,Fair,Installer Referral
820,CUS-000820,Austria,Upper Austria,Good,Online
821,CUS-000821,Germany,Bavaria,Good,Direct Sales
822,CUS-000822,Germany,Hesse,Excellent,Direct Sales
823,CUS-000823,Germany,Berlin,Good,Installer Referral
824,CUS-000824,Germany,North Rhine-Westphalia,Excellent,Installer Referral
825,CUS-000825,Germany,Hesse,Poor,Marketplace
826,CUS-000826,Germany,Berlin,Excellent,Installer Referral
827,CUS-000827,Germany,North Rhine-Westphalia,Good,Installer Referral
828,CUS-000828,Germany,North Rhine-Westphalia,Fair,Installer Referral
829,CUS-000829,Austria,Upper Austria,Fair,Partner Bank
830,CUS-000830,Germany,Lower Saxony,Fair,Online
831,CUS-000831,Netherlands,South Holland,Excellent,Online
832,CUS-000832,Austria,Vienna,Poor,Partner Bank
833,CUS-000833,Germany,Bavaria,Fair,Online
834,CUS-000834,Germany,Berlin,Poor,Installer Referral
835,CUS-000835,Germany,Hesse,Fair,Installer Referral
836,CUS-000836,Austria,Upper Austria,Poor,Online
837,CUS-000837,Germany,Hesse,Good,Direct Sales
838,CUS-000838,Netherlands,South Holland,Poor,Online
839,CUS-000839,Austria,Vienna,Poor,Direct Sales
840,CUS-000840,Germany,North Rhine-Westphalia,Good,Marketplace
841,CUS-000841,Germany,Bavaria,Fair,Installer Referral
842,CUS-000842,Germany,Berlin,Fair,Installer Referral
843,CUS-000843,Germany,Hesse,Fair,Online
844,CUS-000844,Germany,Bavaria,Fair,Installer Referral
845,CUS-000845,Germany,Lower Saxony,Good,Installer Referral
846,CUS-000846,Germany,Berlin,Excellent,Partner Bank
847,CUS-000847,Germany,Baden-Württemberg,Good,Installer Referral
848,CUS-000848,Germany,Hesse,Fair,Installer Referral
849,CUS-000849,Austria,Vienna,Good,Online
850,CUS-000850,Germany,Bavaria,Good,Online
851,CUS-000851,Austria,Styria,Poor,Installer Referral
852,CUS-000852,Germany,North Rhine-Westphalia,Excellent,Online
853,CUS-000853,Germany,Lower Saxony,Good,Installer Referral
854,CUS-000854,Germany,Bavaria,Fair,Partner Bank
855,CUS-000855,Germany,Bavaria,Fair,Installer Referral
856,CUS-000856,Austria,Upper Austria,Fair,Online
857,CUS-000857,Netherlands,South Holland,Good,Installer Referral
858,CUS-000858,Germany,Bavaria,Poor,Installer Referral
859,CUS-000859,Germany,Lower Saxony,Fair,Installer Referral
860,CUS-000860,Austria,Vienna,Excellent,Installer Referral
861,CUS-000861,Germany,Baden-Württemberg,Good,Online
862,CUS-000862,Germany,Berlin,Excellent,Direct Sales
863,CUS-000863,Germany,Lower Saxony,Good,Online
864,CUS-000864,Austria,Styria,Poor,Partner Bank
865,CUS-000865,Germany,North Rhine-Westphalia,Excellent,Partner Bank
866,CUS-000866,Germany,North Rhine-Westphalia,Excellent,Direct Sales
867,CUS-000867,Germany,Hesse,Fair,Installer Referral
868,CUS-000868,Germany,Baden-Württemberg,Fair,Direct Sales
869,CUS-000869,Austria,Styria,Poor,Installer Referral
870,CUS-000870,Netherlands,North Holland,Poor,Online
871,CUS-000871,Germany,Berlin,Good,Partner Bank
872,CUS-000872,Germany,Berlin,Fair,Online
873,CUS-000873,Netherlands,North Brabant,Poor,Online
874,CUS-000874,Germany,Hesse,Excellent,Partner Bank
875,CUS-000875,Germany,Baden-Württemberg,Fair,Online
876,CUS-000876,Germany,Hesse,Poor,Online
877,CUS-000877,Germany,North Rhine-Westphalia,Good,Online
878,CUS-000878,Germany,North Rhine-Westphalia,Excellent,Online
879,CUS-000879,Germany,Baden-Württemberg,Excellent,Installer Referral
880,CUS-000880,Germany,Lower Saxony,Fair,Installer Referral
881,CUS-000881,Germany,Hesse,Good,Direct Sales
882,CUS-000882,Germany,Bavaria,Poor,Partner Bank
883,CUS-000883,Germany,Lower Saxony,Good,Online
884,CUS-000884,Germany,Bavaria,Fair,Marketplace
885,CUS-000885,Germany,Hesse,Fair,Partner Bank
886,CUS-000886,Germany,Baden-Württemberg,Good,Installer Referral
887,CUS-000887,Germany,Lower Saxony,Good,Partner Bank
888,CUS-000888,Germany,Berlin,Fair,Partner Bank
889,CUS-000889,Germany,Berlin,Good,Installer Referral
890,CUS-000890,Austria,Upper Austria,Good,Installer Referral
891,CUS-000891,Germany,North Rhine-Westphalia,Good,Direct Sales
892,CUS-000892,Austria,Upper Austria,Excellent,Online
893,CUS-000893,Germany,Lower Saxony,Good,Direct Sales
894,CUS-000894,Germany,Baden-Württemberg,Excellent,Online
895,CUS-000895,Netherlands,North Brabant,Fair,Partner Bank
896,CUS-000896,Germany,Berlin,Fair,Online
897,CUS-000897,Netherlands,North Holland,Good,Installer Referral
898,CUS-000898,Netherlands,North Brabant,Good,Online
899,CUS-000899,Netherlands,North Holland,Fair,Installer Referral
900,CUS-000900,Austria,Vienna,Good,Online
901,CUS-000901,Austria,Styria,Poor,Online
902,CUS-000902,Germany,Berlin,Fair,Installer Referral
903,CUS-000903,Netherlands,South Holland,Good,Installer Referral
904,CUS-000904,Germany,Berlin,Poor,Online
905,CUS-000905,Austria,Styria,Poor,Partner Bank
906,CUS-000906,Netherlands,North Brabant,Good,Installer Referral
907,CUS-000907,Austria,Styria,Good,Partner Bank
908,CUS-000908,Netherlands,North Brabant,Poor,Installer Referral
909,CUS-000909,Germany,Berlin,Good,Installer Referral
910,CUS-000910,Germany,Lower Saxony,Fair,Marketplace
911,CUS-000911,Austria,Styria,Fair,Direct Sales
912,CUS-000912,Germany,Lower Saxony,Fair,Online
913,CUS-000913,Germany,North Rhine-Westphalia,Excellent,Installer Referral
914,CUS-000914,Germany,North Rhine-Westphalia,Poor,Partner Bank
915,CUS-000915,Germany,Bavaria,Fair,Installer Referral
916,CUS-000916,Austria,Vienna,Good,Online
917,CUS-000917,Germany,Berlin,Fair,Direct Sales
918,CUS-000918,Austria,Styria,Good,Online
919,CUS-000919,Austria,Styria,Good,Partner Bank
920,CUS-000920,Netherlands,South Holland,Good,Partner Bank
921,CUS-000921,Germany,Hesse,Excellent,Partner Bank
922,CUS-000922,Germany,Lower Saxony,Fair,Direct Sales
923,CUS-000923,Austria,Styria,Good,Online
924,CUS-000924,Austria,Vienna,Fair,Marketplace
925,CUS-000925,Germany,North Rhine-Westphalia,Poor,Installer Referral
926,CUS-000926,Netherlands,North Brabant,Good,Installer Referral
927,CUS-000927,Germany,Hesse,Good,Installer Referral
928,CUS-000928,Austria,Vienna,Good,Partner Bank
929,CUS-000929,Germany,North Rhine-Westphalia,Poor,Online
930,CUS-000930,Austria,Styria,Fair,Partner Bank
931,CUS-000931,Germany,Hesse,Fair,Installer Referral
932,CUS-000932,Austria,Styria,Good,Installer Referral
933,CUS-000933,Germany,Hesse,Excellent,Online
934,CUS-000934,Germany,Baden-Württemberg,Good,Installer Referral
