payment_id,invoice_key,payment_date,amount,payment_method
7639,6961,2022-10-30,425.86,Card
7640,6962,2022-12-07,425.86,Direct Debit
7641,6963,2023-01-04,425.86,Direct Debit
7642,6964,2023-02-01,425.86,Bank Transfer
7643,6965,2023-03-05,425.86,Direct Debit
7644,6966,2023-04-01,425.86,Direct Debit
7645,6967,2023-05-03,425.86,Direct Debit
7646,6968,2023-05-27,106.26,Direct Debit
7647,6968,2023-06-02,80.4,Direct Debit
7648,6968,2023-06-04,163.35,Bank Transfer
7649,6969,2023-07-01,425.86,Card
7650,6970,2023-07-31,425.86,Direct Debit
7651,6971,2023-08-29,425.86,Direct Debit
7652,6972,2023-09-28,425.86,Direct Debit
7653,6973,2023-11-03,425.86,Direct Debit
7654,6974,2023-12-02,425.86,Direct Debit
7655,6975,2024-01-01,105.67,Direct Debit
7656,6975,2024-01-09,90.01,Direct Debit
7657,6975,2024-01-11,148.0,Direct Debit
7658,6976,2024-02-01,425.86,Bank Transfer
7659,6978,2024-03-27,425.86,Direct Debit
7660,6979,2024-04-25,425.86,Direct Debit
7661,6980,2024-05-31,425.86,Direct Debit
7662,6981,2024-01-04,275.95,Bank Transfer
7663,6982,2024-02-11,275.95,Direct Debit
7664,6983,2024-03-06,275.95,Direct Debit
7665,6984,2024-04-12,99.56,Direct Debit
7666,6984,2024-04-16,40.69,Direct Debit
7667,6984,2024-04-26,91.66,Direct Debit
7668,6985,2024-05-08,275.95,Direct Debit
7669,6986,2024-06-05,275.95,Bank Transfer
7670,6987,2024-07-04,275.95,Direct Debit
7671,6988,2024-08-05,275.95,Direct Debit
7672,6989,2024-08-30,275.95,Direct Debit
7673,6990,2024-10-07,85.64,Direct Debit
7674,6990,2024-10-11,78.47,Other
7675,6990,2024-10-17,83.91,Direct Debit
7676,6991,2024-10-29,275.95,Direct Debit
7677,6992,2024-12-01,275.95,Direct Debit
7678,6993,2025-01-07,275.95,Card
7679,6994,2024-08-04,32.35,Bank Transfer
7680,6994,2024-08-13,57.59,Direct Debit
7681,6995,2024-08-28,248.63,Direct Debit
7682,6996,2024-10-01,248.63,Card
7683,6997,2024-11-03,248.63,Direct Debit
7684,6998,2024-11-30,70.5,Direct Debit
7685,6998,2024-12-08,72.88,Direct Debit
7686,6999,2024-12-31,248.63,Bank Transfer
7687,7000,2023-04-10,208.8,Direct Debit
7688,7001,2023-05-08,208.8,Direct Debit
7689,7002,2023-06-05,62.99,Bank Transfer
7690,7002,2023-06-09,72.49,Other
7691,7002,2023-06-15,73.32,Direct Debit
7692,7003,2023-07-08,208.8,Direct Debit
7693,7004,2023-08-03,208.8,Bank Transfer
7694,7005,2023-09-10,208.8,Direct Debit
7695,7006,2023-12-19,208.8,Direct Debit
7696,7007,2023-11-19,208.8,Direct Debit
7697,7008,2023-12-01,208.8,Direct Debit
7698,7009,2024-01-06,208.8,Direct Debit
7699,7010,2024-02-06,208.8,Direct Debit
7700,7011,2024-03-05,208.8,Direct Debit
7701,7012,2024-04-05,208.8,Direct Debit
7702,7013,2024-05-04,208.8,Direct Debit
7703,7015,2024-07-05,208.8,Card
7704,7016,2024-08-05,208.8,Bank Transfer
7705,7017,2024-08-30,208.8,Direct Debit
7706,7018,2024-09-28,208.8,Direct Debit
7707,7020,2024-11-30,208.8,Direct Debit
7708,7021,2024-12-26,208.8,Direct Debit
7709,7022,2023-05-07,446.08,Bank Transfer
7710,7024,2023-07-03,446.08,Direct Debit
7711,7025,2023-08-04,61.83,Bank Transfer
7712,7025,2023-08-07,72.83,Direct Debit
7713,7026,2023-08-27,446.08,Direct Debit
7714,7027,2023-09-30,446.08,Direct Debit
7715,7028,2023-11-04,446.08,Direct Debit
7716,7029,2023-11-29,446.08,Direct Debit
7717,7031,2024-01-27,128.15,Bank Transfer
7718,7031,2024-02-04,88.91,Bank Transfer
7719,7031,2024-02-12,91.11,Direct Debit
7720,7032,2024-02-23,446.08,Bank Transfer
7721,7033,2024-03-28,446.08,Direct Debit
7722,7034,2024-04-28,446.08,Direct Debit
7723,7035,2024-05-28,446.08,Bank Transfer
7724,7036,2024-06-28,446.08,Bank Transfer
7725,7037,2024-08-08,446.08,Direct Debit
7726,7038,2024-08-25,446.08,Direct Debit
7727,7039,2024-09-23,446.08,Direct Debit
7728,7040,2024-10-26,446.08,Bank Transfer
7729,7041,2024-11-27,446.08,Direct Debit
7730,7042,2024-12-18,74.61,Direct Debit
7731,7042,2024-12-24,94.13,Card
7732,7043,2024-07-23,484.79,Direct Debit
7733,7044,2024-08-27,484.79,Card
7734,7045,2024-09-23,484.79,Direct Debit
7735,7047,2024-11-23,484.79,Direct Debit
7736,7048,2024-12-27,484.79,Direct Debit
7737,7049,2024-07-15,162.25,Bank Transfer
7738,7050,2024-08-17,162.25,Other
7739,7051,2024-09-13,162.25,Direct Debit
7740,7052,2024-10-20,162.25,Bank Transfer
7741,7053,2024-11-10,162.25,Bank Transfer
7742,7054,2024-12-20,162.25,Card
7743,7056,2024-06-25,477.38,Card
7744,7058,2024-08-26,82.27,Direct Debit
7745,7058,2024-09-04,40.86,Direct Debit
7746,7058,2024-09-11,42.37,Direct Debit
7747,7059,2024-09-23,126.44,Direct Debit
7748,7059,2024-10-01,211.84,Direct Debit
7749,7060,2024-10-22,104.92,Direct Debit
7750,7060,2024-10-25,133.26,Bank Transfer
7751,7061,2024-11-21,224.86,Direct Debit
7752,7061,2024-11-24,252.52,Bank Transfer
7753,7062,2024-12-27,477.38,Other
7754,7063,2022-12-26,717.91,Bank Transfer
7755,7064,2023-02-06,717.91,Direct Debit
7756,7065,2023-02-25,717.91,Direct Debit
7757,7066,2023-03-27,717.91,Direct Debit
7758,7067,2023-04-22,717.91,Direct Debit
7759,7068,2023-05-28,163.38,Bank Transfer
7760,7068,2023-06-06,198.68,Card
7761,7069,2023-06-22,717.91,Bank Transfer
7762,7070,2023-07-18,717.91,Direct Debit
7763,7071,2023-08-26,717.91,Bank Transfer
7764,7072,2023-09-21,289.81,Bank Transfer
7765,7072,2023-09-25,428.1,Direct Debit
7766,7073,2023-10-21,717.91,Bank Transfer
7767,7074,2023-11-24,717.91,Direct Debit
7768,7075,2023-12-16,717.91,Direct Debit
7769,7076,2024-01-15,717.91,Direct Debit
7770,7077,2024-02-17,306.3,Direct Debit
7771,7077,2024-02-21,200.31,Bank Transfer
7772,7077,2024-03-06,211.3,Direct Debit
7773,7078,2024-03-21,717.91,Bank Transfer
7774,7079,2024-04-14,717.91,Direct Debit
7775,7080,2024-05-21,717.91,Direct Debit
7776,7081,2024-06-20,717.91,Direct Debit
7777,7082,2024-07-14,717.91,Bank Transfer
7778,7083,2024-08-15,222.76,Bank Transfer
7779,7083,2024-08-24,209.1,Direct Debit
7780,7083,2024-08-23,286.05,Bank Transfer
7781,7084,2024-09-14,717.91,Bank Transfer
7782,7085,2024-10-20,717.91,Bank Transfer
7783,7086,2024-11-17,717.91,Bank Transfer
7784,7087,2024-03-05,685.77,Card
7785,7088,2024-03-30,685.77,Direct Debit
7786,7089,2024-05-13,283.04,Direct Debit
7787,7089,2024-05-23,402.73,Direct Debit
7788,7090,2024-05-27,685.77,Other
7789,7091,2024-06-28,685.77,Direct Debit
7790,7092,2024-07-31,117.17,Card
7791,7092,2024-08-10,172.08,Bank Transfer
7792,7093,2024-08-27,685.77,Direct Debit
7793,7094,2024-09-29,685.77,Direct Debit
7794,7095,2024-10-28,685.77,Direct Debit
7795,7096,2024-11-24,685.77,Direct Debit
7796,7097,2024-12-25,685.77,Direct Debit
7797,7098,2023-12-11,178.6,Direct Debit
7798,7099,2024-01-09,178.6,Bank Transfer
7799,7100,2024-02-06,178.6,Direct Debit
7800,7101,2024-03-06,178.6,Direct Debit
7801,7102,2024-04-09,178.6,Direct Debit
7802,7103,2024-05-09,178.6,Direct Debit
7803,7105,2024-07-01,178.6,Other
7804,7106,2024-07-30,41.63,Direct Debit
7805,7106,2024-08-06,22.79,Direct Debit
7806,7106,2024-08-11,40.48,Bank Transfer
7807,7107,2024-08-30,178.6,Bank Transfer
7808,7108,2024-09-27,57.58,Direct Debit
7809,7108,2024-10-06,121.02,Direct Debit
7810,7109,2024-11-04,178.6,Bank Transfer
7811,7110,2024-11-27,85.06,Card
7812,7110,2024-12-04,93.54,Direct Debit
7813,7111,2024-12-26,178.6,Direct Debit
7814,7112,2024-02-22,26.44,Direct Debit
7815,7112,2024-03-03,14.34,Direct Debit
7816,7112,2024-03-03,20.01,Direct Debit
7817,7113,2024-03-26,137.62,Bank Transfer
7818,7114,2024-04-17,137.62,Direct Debit
7819,7115,2024-05-18,137.62,Bank Transfer
7820,7116,2024-06-20,137.62,Direct Debit
7821,7117,2024-07-24,137.62,Bank Transfer
7822,7118,2024-08-25,137.62,Direct Debit
7823,7119,2024-09-20,49.04,Direct Debit
7824,7119,2024-09-23,33.51,Direct Debit
7825,7119,2024-10-08,55.07,Direct Debit
7826,7120,2024-10-16,137.62,Bank Transfer
7827,7121,2024-11-14,137.62,Direct Debit
7828,7122,2024-12-18,137.62,Bank Transfer
7829,7124,2023-01-03,653.51,Direct Debit
7830,7125,2023-02-01,653.51,Direct Debit
7831,7126,2023-03-04,653.51,Bank Transfer
7832,7127,2023-04-07,653.51,Bank Transfer
7833,7128,2023-05-04,653.51,Bank Transfer
7834,7129,2023-06-08,653.51,Direct Debit
7835,7130,2023-07-07,653.51,Bank Transfer
7836,7131,2023-08-07,653.51,Card
7837,7132,2023-08-28,653.51,Direct Debit
7838,7133,2023-09-26,653.51,Direct Debit
7839,7134,2023-10-29,183.74,Direct Debit
7840,7134,2023-11-06,237.35,Direct Debit
7841,7135,2023-11-28,129.65,Direct Debit
7842,7135,2023-12-02,126.49,Direct Debit
7843,7135,2023-12-10,161.8,Direct Debit
7844,7136,2023-12-27,653.51,Direct Debit
7845,7137,2024-01-28,653.51,Bank Transfer
7846,7138,2024-02-29,653.51,Direct Debit
7847,7139,2024-03-31,184.02,Direct Debit
7848,7139,2024-04-03,325.22,Direct Debit
7849,7140,2024-04-29,653.51,Card
7850,7141,2024-05-31,653.51,Bank Transfer
7851,7142,2024-06-28,653.51,Direct Debit
7852,7143,2024-07-22,653.51,Direct Debit
7853,7144,2024-08-31,653.51,Direct Debit
7854,7145,2024-09-24,653.51,Bank Transfer
7855,7146,2024-10-25,653.51,Direct Debit
7856,7147,2024-11-28,118.67,Direct Debit
7857,7147,2024-12-08,122.58,Direct Debit
7858,7148,2023-12-21,606.52,Bank Transfer
7859,7149,2024-01-16,606.52,Bank Transfer
7860,7150,2024-02-24,606.52,Direct Debit
7861,7151,2024-03-19,606.52,Bank Transfer
7862,7152,2024-04-21,168.6,Card
7863,7152,2024-04-25,186.42,Direct Debit
7864,7153,2024-05-20,606.52,Other
7865,7154,2024-07-31,606.52,Direct Debit
7866,7155,2024-07-22,606.52,Direct Debit
7867,7156,2024-08-17,606.52,Bank Transfer
7868,7157,2024-09-18,606.52,Direct Debit
7869,7158,2024-10-16,606.52,Direct Debit
7870,7159,2024-11-12,218.9,Direct Debit
7871,7159,2024-11-16,148.62,Direct Debit
7872,7159,2024-11-24,239.0,Direct Debit
7873,7160,2024-12-20,606.52,Bank Transfer
7874,7162,2022-10-02,436.01,Direct Debit
7875,7163,2022-11-02,436.01,Direct Debit
7876,7164,2022-12-01,127.38,Direct Debit
7877,7164,2022-12-10,256.4,Direct Debit
7878,7165,2023-01-01,67.39,Bank Transfer
7879,7165,2023-01-05,105.0,Direct Debit
7880,7166,2023-02-02,436.01,Card
7881,7167,2023-02-27,436.01,Direct Debit
7882,7168,2023-04-03,436.01,Bank Transfer
7883,7169,2023-05-01,436.01,Direct Debit
7884,7170,2023-06-02,42.89,Bank Transfer
7885,7170,2023-06-06,42.82,Direct Debit
7886,7170,2023-06-20,53.24,Direct Debit
7887,7171,2023-06-29,436.01,Direct Debit
7888,7172,2023-07-26,436.01,Bank Transfer
7889,7173,2023-09-10,436.01,Direct Debit
7890,7175,2023-10-26,436.01,Bank Transfer
7891,7176,2023-11-27,436.01,Direct Debit
7892,7177,2023-12-24,436.01,Direct Debit
7893,7178,2024-03-08,436.01,Bank Transfer
7894,7179,2024-02-27,436.01,Bank Transfer
7895,7180,2024-03-25,125.38,Direct Debit
7896,7180,2024-04-03,65.16,Bank Transfer
7897,7180,2024-04-08,110.26,Card
7898,7182,2024-05-28,436.01,Direct Debit
7899,7183,2024-06-25,436.01,Direct Debit
7900,7184,2024-07-19,65.7,Direct Debit
7901,7184,2024-07-27,47.76,Bank Transfer
7902,7184,2024-08-04,86.04,Card
7903,7185,2024-08-18,436.01,Direct Debit
7904,7186,2022-11-10,152.14,Direct Debit
7905,7186,2022-11-20,136.28,Direct Debit
7906,7186,2022-11-30,211.23,Direct Debit
7907,7187,2022-12-12,499.65,Bank Transfer
7908,7188,2023-01-16,499.65,Direct Debit
7909,7189,2023-02-12,499.65,Bank Transfer
7910,7190,2023-03-11,499.65,Direct Debit
7911,7191,2023-04-17,499.65,Direct Debit
7912,7192,2023-05-14,184.83,Direct Debit
7913,7192,2023-05-18,314.82,Direct Debit
7914,7193,2023-06-14,499.65,Card
7915,7194,2023-07-10,499.65,Bank Transfer
7916,7195,2023-08-10,499.65,Direct Debit
7917,7196,2023-09-06,499.65,Bank Transfer
7918,7197,2023-10-14,499.65,Direct Debit
7919,7199,2023-12-08,153.47,Direct Debit
7920,7199,2023-12-13,183.22,Card
7921,7200,2024-01-13,499.65,Direct Debit
7922,7201,2024-02-12,499.65,Direct Debit
7923,7202,2024-03-09,499.65,Direct Debit
7924,7203,2024-04-05,499.65,Direct Debit
7925,7204,2024-05-07,499.65,Direct Debit
7926,7205,2024-06-08,499.65,Bank Transfer
7927,7206,2024-07-06,499.65,Direct Debit
7928,7207,2024-08-08,499.65,Other
7929,7208,2024-09-06,499.65,Direct Debit
7930,7209,2024-10-05,210.14,Direct Debit
7931,7209,2024-10-11,125.09,Direct Debit
7932,7209,2024-10-23,164.42,Direct Debit
7933,7210,2024-06-11,450.66,Direct Debit
7934,7211,2024-07-10,194.15,Direct Debit
7935,7211,2024-07-19,99.8,Direct Debit
7936,7211,2024-07-26,107.13,Direct Debit
7937,7212,2024-08-09,450.66,Direct Debit
7938,7213,2024-09-07,450.66,Direct Debit
7939,7214,2024-10-03,450.66,Direct Debit
7940,7215,2024-11-09,450.66,Direct Debit
7941,7216,2024-12-03,450.66,Direct Debit
7942,7218,2024-02-10,135.99,Direct Debit
7943,7219,2024-03-09,135.99,Direct Debit
7944,7220,2024-04-17,135.99,Direct Debit
7945,7221,2024-05-15,135.99,Direct Debit
7946,7222,2024-06-10,135.99,Direct Debit
7947,7223,2024-07-10,16.87,Bank Transfer
7948,7223,2024-07-13,13.11,Direct Debit
7949,7223,2024-07-28,17.74,Card
7950,7224,2024-08-05,135.99,Bank Transfer
7951,7225,2024-09-08,135.99,Direct Debit
7952,7226,2024-10-05,135.99,Direct Debit
7953,7227,2024-11-12,135.99,Direct Debit
7954,7228,2024-12-07,135.99,Direct Debit
7955,7230,2023-09-09,687.69,Direct Debit
7956,7231,2023-10-12,687.69,Direct Debit
7957,7232,2023-11-10,687.69,Direct Debit
7958,7233,2023-12-06,687.69,Card
7959,7234,2024-02-22,687.69,Bank Transfer
7960,7235,2024-02-09,687.69,Direct Debit
7961,7236,2024-03-11,687.69,Bank Transfer
7962,7237,2024-04-08,687.69,Other
7963,7238,2024-05-11,111.44,Direct Debit
7964,7238,2024-05-18,66.85,Bank Transfer
7965,7238,2024-05-19,99.08,Direct Debit
7966,7239,2024-06-04,687.69,Direct Debit
7967,7240,2024-07-13,687.69,Direct Debit
7968,7241,2024-08-11,687.69,Direct Debit
7969,7242,2024-09-01,687.69,Bank Transfer
7970,7243,2024-10-10,687.69,Bank Transfer
7971,7244,2025-01-17,687.69,Direct Debit
7972,7245,2024-12-10,687.69,Card
7973,7247,2023-11-09,197.41,Card
7974,7248,2023-12-10,197.41,Direct Debit
7975,7249,2024-01-10,197.41,Direct Debit
7976,7250,2024-02-22,197.41,Card
7977,7251,2024-03-23,197.41,Direct Debit
7978,7252,2024-04-10,197.41,Direct Debit
7979,7253,2024-05-04,70.17,Card
7980,7253,2024-05-11,58.3,Direct Debit
7981,7253,2024-05-24,68.94,Direct Debit
7982,7254,2024-06-07,66.96,Direct Debit
7983,7254,2024-06-10,101.6,Direct Debit
7984,7255,2024-07-06,197.41,Direct Debit
7985,7256,2024-08-08,197.41,Direct Debit
7986,7257,2024-09-05,197.41,Direct Debit
7987,7258,2024-10-11,197.41,Direct Debit
7988,7259,2024-11-07,197.41,Direct Debit
7989,7260,2024-12-07,197.41,Direct Debit
7990,7262,2024-01-14,566.92,Direct Debit
7991,7263,2024-02-13,195.61,Bank Transfer
7992,7263,2024-02-22,108.52,Direct Debit
7993,7263,2024-02-27,124.27,Direct Debit
7994,7265,2024-04-13,566.92,Direct Debit
7995,7266,2024-07-20,566.92,Direct Debit
7996,7267,2024-06-10,176.31,Direct Debit
7997,7267,2024-06-20,67.87,Card
7998,7267,2024-06-30,142.87,Card
7999,7268,2024-07-10,566.92,Direct Debit
8000,7269,2024-08-06,566.92,Direct Debit
8001,7270,2024-09-09,566.92,Bank Transfer
8002,7271,2024-10-02,566.92,Bank Transfer
8003,7272,2024-10-31,566.92,Bank Transfer
8004,7273,2025-02-15,566.92,Direct Debit
8005,7274,2024-12-31,566.92,Direct Debit
8006,7275,2023-10-25,90.83,Direct Debit
8007,7276,2023-11-26,29.51,Direct Debit
8008,7276,2023-12-02,61.32,Direct Debit
8009,7277,2023-12-28,90.83,Direct Debit
8010,7278,2024-01-29,90.83,Bank Transfer
8011,7279,2024-02-21,90.83,Direct Debit
8012,7280,2024-03-31,90.83,Direct Debit
8013,7281,2024-04-30,90.83,Direct Debit
8014,7282,2024-05-23,90.83,Card
8015,7283,2024-06-21,90.83,Other
8016,7284,2024-07-25,90.83,Direct Debit
8017,7285,2024-08-19,90.83,Direct Debit
8018,7286,2024-09-18,32.12,Direct Debit
8019,7286,2024-09-24,16.32,Direct Debit
8020,7286,2024-10-02,17.35,Bank Transfer
8021,7287,2024-10-23,90.83,Bank Transfer
8022,7288,2024-11-17,90.83,Direct Debit
8023,7289,2024-12-21,90.83,Direct Debit
8024,7290,2023-07-30,364.23,Card
8025,7291,2023-09-06,364.23,Direct Debit
8026,7292,2023-10-03,364.23,Direct Debit
8027,7293,2023-10-26,364.23,Direct Debit
8028,7294,2023-12-04,364.23,Direct Debit
8029,7295,2024-01-01,364.23,Card
8030,7296,2024-01-26,364.23,Direct Debit
8031,7297,2024-03-03,364.23,Direct Debit
8032,7298,2024-03-24,364.23,Direct Debit
8033,7299,2024-04-28,364.23,Direct Debit
8034,7300,2024-05-30,364.23,Direct Debit
8035,7301,2024-06-24,364.23,Bank Transfer
8036,7302,2024-07-22,364.23,Direct Debit
8037,7303,2024-10-08,136.63,Direct Debit
8038,7303,2024-10-13,180.45,Bank Transfer
8039,7304,2024-09-26,144.14,Bank Transfer
8040,7304,2024-09-29,99.53,Bank Transfer
8041,7304,2024-10-02,120.56,Bank Transfer
8042,7305,2024-10-25,364.23,Direct Debit
8043,7306,2024-11-27,364.23,Bank Transfer
8044,7307,2024-12-20,364.23,Direct Debit
8045,7308,2024-04-11,257.16,Direct Debit
8046,7309,2024-05-09,257.16,Bank Transfer
8047,7310,2024-06-08,257.16,Bank Transfer
8048,7311,2024-07-05,257.16,Bank Transfer
8049,7312,2024-08-13,257.16,Bank Transfer
8050,7313,2024-09-13,50.55,Direct Debit
8051,7313,2024-09-20,36.06,Direct Debit
8052,7313,2024-09-19,57.94,Direct Debit
8053,7314,2024-10-13,257.16,Bank Transfer
8054,7315,2024-11-03,257.16,Direct Debit
8055,7316,2024-12-10,257.16,Direct Debit
8056,7318,2023-05-08,274.61,Direct Debit
8057,7319,2023-06-04,274.61,Direct Debit
8058,7320,2023-07-09,274.61,Direct Debit
8059,7321,2023-08-09,274.61,Bank Transfer
8060,7322,2023-09-04,274.61,Direct Debit
8061,7323,2023-10-01,274.61,Direct Debit
8062,7324,2023-10-28,91.14,Bank Transfer
8063,7324,2023-11-07,43.18,Direct Debit
8064,7324,2023-11-09,88.29,Direct Debit
8065,7325,2023-11-27,69.4,Direct Debit
8066,7325,2023-12-06,36.44,Card
8067,7325,2023-12-15,50.06,Card
8068,7326,2024-01-01,274.61,Card
8069,7327,2024-01-30,274.61,Direct Debit
8070,7328,2024-02-25,274.61,Direct Debit
8071,7329,2024-03-30,274.61,Direct Debit
8072,7330,2024-05-04,274.61,Direct Debit
8073,7331,2024-06-03,274.61,Direct Debit
8074,7332,2024-07-01,274.61,Direct Debit
8075,7333,2024-07-31,274.61,Card
8076,7334,2024-08-31,34.92,Direct Debit
8077,7334,2024-09-06,50.45,Bank Transfer
8078,7335,2024-09-26,274.61,Direct Debit
8079,7336,2024-10-24,274.61,Bank Transfer
8080,7337,2024-11-21,274.61,Card
8081,7338,2025-01-08,274.61,Bank Transfer
8082,7339,2023-09-10,344.85,Card
8083,7340,2023-10-08,344.85,Direct Debit
8084,7341,2023-11-02,344.85,Direct Debit
8085,7342,2023-12-12,344.85,Direct Debit
8086,7343,2024-01-04,344.85,Direct Debit
8087,7344,2024-01-31,344.85,Card
8088,7345,2024-03-04,344.85,Direct Debit
8089,7346,2024-04-07,344.85,Direct Debit
8090,7348,2024-05-30,344.85,Direct Debit
8091,7349,2024-07-07,344.85,Card
8092,7350,2024-08-06,344.85,Card
8093,7351,2024-09-04,344.85,Bank Transfer
8094,7352,2024-10-06,344.85,Direct Debit
8095,7353,2024-10-29,344.85,Card
8096,7354,2024-12-03,344.85,Direct Debit
8097,7355,2024-12-28,344.85,Bank Transfer
8098,7357,2024-07-05,404.84,Direct Debit
8099,7358,2024-07-28,404.84,Card
8100,7359,2024-08-26,404.84,Direct Debit
8101,7360,2024-10-02,404.84,Bank Transfer
8102,7361,2024-10-25,404.84,Direct Debit
8103,7362,2024-11-30,404.84,Direct Debit
8104,7363,2024-12-28,404.84,Direct Debit
8105,7364,2024-05-23,148.43,Direct Debit
8106,7365,2024-06-23,148.43,Direct Debit
8107,7366,2024-07-19,148.43,Bank Transfer
8108,7367,2024-08-15,148.43,Direct Debit
8109,7368,2024-09-13,148.43,Bank Transfer
8110,7369,2024-10-15,148.43,Bank Transfer
8111,7370,2024-11-17,148.43,Direct Debit
8112,7371,2024-12-12,148.43,Direct Debit
8113,7373,2024-07-13,654.55,Direct Debit
8114,7374,2024-08-08,654.55,Bank Transfer
8115,7375,2024-09-05,654.55,Direct Debit
8116,7376,2024-10-05,654.55,Card
8117,7377,2024-11-07,325.26,Direct Debit
8118,7377,2024-11-15,108.59,Bank Transfer
8119,7377,2024-11-19,220.7,Bank Transfer
8120,7378,2024-12-04,654.55,Direct Debit
8121,7380,2023-11-24,309.61,Bank Transfer
8122,7381,2023-12-15,309.61,Direct Debit
8123,7382,2024-01-14,309.61,Direct Debit
8124,7383,2024-02-15,309.61,Direct Debit
8125,7384,2024-03-20,309.61,Bank Transfer
8126,7385,2024-04-19,309.61,Direct Debit
8127,7386,2024-05-13,309.61,Card
8128,7387,2024-06-15,309.61,Direct Debit
8129,7388,2024-07-15,309.61,Bank Transfer
8130,7389,2024-08-15,309.61,Direct Debit
8131,7390,2024-09-09,309.61,Bank Transfer
8132,7391,2024-10-12,309.61,Direct Debit
8133,7392,2024-11-14,309.61,Card
8134,7393,2024-12-15,309.61,Direct Debit
8135,7395,2023-10-30,671.0,Direct Debit
8136,7396,2023-12-02,671.0,Direct Debit
8137,7397,2023-12-26,671.0,Direct Debit
8138,7398,2024-02-09,671.0,Direct Debit
8139,7400,2024-03-23,671.0,Other
8140,7401,2024-04-29,671.0,Direct Debit
8141,7402,2024-05-22,671.0,Direct Debit
8142,7403,2024-06-22,671.0,Other
8143,7404,2024-07-30,671.0,Direct Debit
8144,7405,2024-08-26,671.0,Direct Debit
8145,7407,2024-10-18,671.0,Bank Transfer
8146,7408,2024-11-20,671.0,Direct Debit
8147,7409,2024-12-19,671.0,Bank Transfer
8148,7410,2024-11-13,419.21,Direct Debit
8149,7411,2024-12-13,419.21,Direct Debit
8150,7413,2024-09-08,387.0,Direct Debit
8151,7414,2024-10-11,387.0,Bank Transfer
8152,7415,2024-11-12,387.0,Direct Debit
8153,7416,2024-12-10,387.0,Bank Transfer
8154,7418,2023-07-28,318.14,Bank Transfer
8155,7420,2023-10-02,318.14,Bank Transfer
8156,7421,2023-10-29,318.14,Direct Debit
8157,7422,2024-02-10,318.14,Bank Transfer
8158,7423,2024-01-01,318.14,Direct Debit
8159,7424,2024-01-29,318.14,Direct Debit
8160,7425,2024-02-27,318.14,Direct Debit
8161,7426,2024-03-26,318.14,Direct Debit
8162,7427,2024-04-30,318.14,Card
8163,7428,2024-05-22,318.14,Direct Debit
8164,7429,2024-06-22,318.14,Direct Debit
8165,7430,2024-07-23,318.14,Bank Transfer
8166,7431,2024-08-28,132.6,Card
8167,7431,2024-09-07,61.93,Card
8168,7431,2024-09-15,123.61,Direct Debit
8169,7432,2024-09-20,96.84,Card
8170,7432,2024-09-27,181.86,Direct Debit
8171,7433,2024-10-21,318.14,Bank Transfer
8172,7434,2024-11-19,318.14,Direct Debit
8173,7435,2024-12-24,318.14,Direct Debit
8174,7436,2024-04-05,435.84,Direct Debit
8175,7437,2024-05-04,435.84,Direct Debit
8176,7438,2024-05-29,435.84,Direct Debit
8177,7439,2024-06-26,435.84,Direct Debit
8178,7440,2024-08-13,435.84,Other
8179,7441,2024-08-25,435.84,Direct Debit
8180,7442,2024-10-03,435.84,Direct Debit
8181,7443,2024-11-01,435.84,Bank Transfer
8182,7444,2024-12-11,435.84,Bank Transfer
8183,7445,2024-12-29,435.84,Bank Transfer
8184,7446,2023-03-17,565.95,Bank Transfer
8185,7448,2023-05-18,565.95,Direct Debit
8186,7450,2023-07-09,565.95,Direct Debit
8187,7451,2023-08-17,565.95,Bank Transfer
8188,7452,2023-09-14,565.95,Direct Debit
8189,7453,2023-10-07,565.95,Direct Debit
8190,7454,2023-11-12,565.95,Direct Debit
8191,7455,2023-12-06,214.39,Direct Debit
8192,7455,2023-12-09,164.38,Direct Debit
8193,7455,2023-12-22,187.18,Bank Transfer
8194,7456,2024-01-05,565.95,Direct Debit
8195,7457,2024-04-21,565.95,Direct Debit
8196,7458,2024-03-07,565.95,Other
8197,7459,2024-04-12,565.95,Bank Transfer
8198,7460,2024-05-09,565.95,Direct Debit
8199,7461,2024-06-07,565.95,Direct Debit
8200,7462,2024-07-05,565.95,Direct Debit
8201,7465,2024-10-09,565.95,Direct Debit
8202,7467,2024-12-06,565.95,Direct Debit
8203,7468,2025-01-03,190.7,Direct Debit
8204,7468,2025-01-13,98.73,Bank Transfer
8205,7468,2025-01-21,189.1,Bank Transfer
8206,7469,2023-01-22,354.76,Direct Debit
8207,7470,2023-02-28,354.76,Direct Debit
8208,7471,2023-03-27,354.76,Direct Debit
8209,7472,2023-04-23,354.76,Direct Debit
8210,7473,2023-05-24,354.76,Direct Debit
8211,7474,2023-06-21,354.76,Direct Debit
8212,7475,2023-07-23,354.76,Direct Debit
8213,7476,2023-08-23,354.76,Card
8214,7477,2023-09-19,354.76,Direct Debit
8215,7478,2023-10-23,354.76,Direct Debit
8216,7479,2023-11-22,354.76,Direct Debit
8217,7480,2024-01-02,73.51,Direct Debit
8218,7480,2024-01-07,123.64,Direct Debit
8219,7481,2024-01-21,354.76,Direct Debit
8220,7482,2024-02-22,354.76,Direct Debit
8221,7483,2024-03-14,354.76,Direct Debit
8222,7484,2024-04-15,354.76,Direct Debit
8223,7485,2024-05-14,354.76,Direct Debit
8224,7486,2024-06-12,354.76,Direct Debit
8225,7488,2024-08-11,354.76,Direct Debit
